Customer ID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
16946,170,1,3419.04,2,1,3,213,Hibernating
16949,132,1,2528.26,3,1,2,312,About to Sleep
16950,54,2,18234.879999999997,4,1,5,415,Promising
16951,44,1,2297.5,4,1,2,412,Promising
16952,52,2,10223.33,4,1,5,415,Promising
16953,62,3,5224.94,4,2,3,423,Loyal Customers
16954,210,1,1139.68,2,1,1,211,Hibernating
16955,175,1,4045.92,2,1,3,213,Hibernating
16956,151,1,2167.08,2,1,2,212,Hibernating
16957,32,5,16260.339999999998,5,2,5,525,Champions
16958,180,1,2167.08,2,1,2,212,Hibernating
16960,160,2,11461.66,2,1,5,215,Hibernating
16963,153,1,9117.44,2,1,5,215,Hibernating
16966,45,2,7800.049999999999,4,1,4,414,Promising
16967,139,2,5036.360000000001,3,1,3,313,About to Sleep
16968,254,1,919.0,1,1,1,111,Hibernating
16969,103,3,13319.16,3,2,5,325,About to Sleep
16970,2,2,6405.15,5,1,4,514,New Customers
16971,29,2,3840.54,5,1,3,513,New Customers
16973,175,2,9967.13,2,1,5,215,Hibernating
16975,176,1,3611.8,2,1,3,213,Hibernating
16976,163,3,8715.939999999999,2,2,5,225,At Risk
16977,247,2,8570.64,1,1,5,115,Hibernating
16978,25,2,10200.98,5,1,5,515,New Customers
16979,150,1,10257.12,2,1,5,215,Hibernating
16982,21,3,7210.28,5,2,4,524,Champions
16983,222,1,4558.72,1,1,3,113,Hibernating
16985,44,1,6068.88,4,1,4,414,Promising
16989,44,1,1083.54,4,1,1,411,Promising
16990,1,2,8091.84,5,1,4,514,New Customers
16993,230,1,3611.8,1,1,3,113,Hibernating
16994,127,2,12459.1,3,1,5,315,About to Sleep
16995,10,1,1083.54,5,1,1,511,New Customers
16997,48,1,786.41,4,1,1,411,Promising
16998,79,2,2297.5,4,1,2,412,Promising
16999,49,1,7864.1,4,1,4,414,Promising
17000,187,1,2889.44,2,1,2,212,Hibernating
17002,52,2,8587.84,4,1,5,415,Promising
17005,212,1,5394.56,2,1,3,213,Hibernating
17006,115,2,5269.32,3,1,3,313,About to Sleep
17007,155,1,6743.2,2,1,4,214,Hibernating
17008,61,2,4595.0,4,1,3,413,Promising
17009,59,3,10620.1,4,2,5,425,Loyal Customers
17011,118,2,8456.189999999999,3,1,5,315,About to Sleep
17013,194,1,2167.08,2,1,2,212,Hibernating
17014,191,1,5504.87,2,1,4,214,Hibernating
17016,148,2,5708.32,2,1,4,214,Hibernating
17017,38,2,8097.18,5,1,4,514,New Customers
17020,80,3,13676.16,4,2,5,425,Loyal Customers
17021,191,1,3676.0,2,1,3,213,Hibernating
17026,58,3,9319.5,4,2,5,425,Loyal Customers
17030,83,1,3250.62,4,1,3,413,Promising
17031,130,2,3145.64,3,1,2,312,About to Sleep
17032,171,1,2279.36,2,1,2,212,Hibernating
17036,35,1,3371.6,5,1,3,513,New Customers
17037,47,2,13562.5,4,1,5,415,Promising
17039,79,1,1838.0,4,1,2,412,Promising
17041,81,1,7864.1,4,1,4,414,Promising
17042,258,2,2164.91,1,1,2,112,Hibernating
17043,79,1,7864.1,4,1,4,414,Promising
17047,40,2,9436.92,5,1,5,515,New Customers
17049,200,1,5504.87,2,1,4,214,Hibernating
17050,46,3,7969.54,4,2,4,424,Loyal Customers
17052,169,1,4595.0,2,1,3,213,Hibernating
17054,34,4,22730.170000000002,5,2,5,525,Champions
17055,161,4,15040.7,2,2,5,225,At Risk
17058,9,1,4135.5,5,1,3,513,New Customers
17059,175,1,361.18,2,1,1,211,Hibernating
17061,255,1,5394.56,1,1,3,113,Hibernating
17062,156,2,6528.38,2,1,4,214,Hibernating
17064,28,1,4135.5,5,1,3,513,New Customers
17067,39,1,7864.1,5,1,4,514,New Customers
17068,192,2,8181.42,2,1,4,214,Hibernating
17070,36,3,11530.739999999998,5,2,5,525,Champions
17071,156,1,1083.54,2,1,1,211,Hibernating
17072,244,1,5504.87,1,1,4,114,Hibernating
17073,213,1,3419.04,2,1,3,213,Hibernating
17074,245,1,1805.9,1,1,2,112,Hibernating
17075,140,4,12307.119999999999,3,2,5,325,About to Sleep
17076,28,1,2697.28,5,1,2,512,New Customers
17077,156,1,4595.0,2,1,3,213,Hibernating
17079,29,1,4135.5,5,1,3,513,New Customers
17083,59,3,14294.16,4,2,5,425,Loyal Customers
17085,186,1,6838.08,2,1,4,214,Hibernating
17086,113,1,3611.8,3,1,3,313,About to Sleep
17087,99,1,4595.0,3,1,3,313,About to Sleep
17088,54,2,8394.31,4,1,5,415,Promising
17089,52,1,3932.05,4,1,3,413,Promising
17090,253,1,1444.72,1,1,1,111,Hibernating
17091,2,1,1444.72,5,1,1,511,New Customers
17094,35,2,9117.44,5,1,5,515,New Customers
17096,16,2,13868.920000000002,5,1,5,515,New Customers
17097,243,3,14543.240000000002,1,2,5,125,At Risk
17098,162,3,19036.719999999998,2,2,5,225,At Risk
17099,184,1,3216.5,2,1,2,212,Hibernating
17100,18,1,10257.12,5,1,5,515,New Customers
17101,147,2,8090.0599999999995,2,1,4,214,Hibernating
17104,205,1,2528.26,2,1,2,212,Hibernating
17106,59,2,10449.880000000001,4,1,5,415,Promising
17108,62,2,6821.639999999999,4,1,4,414,Promising
17109,107,1,7077.69,3,1,4,314,About to Sleep
17110,128,1,919.0,3,1,1,311,About to Sleep
17112,72,2,2921.46,4,1,2,412,Promising
17113,13,1,7977.76,5,1,4,514,New Customers
17114,80,1,3145.64,4,1,2,412,Promising
17115,174,2,6460.31,2,1,4,214,Hibernating
17117,15,1,786.41,5,1,1,511,New Customers
17120,200,2,7922.820000000001,2,1,4,214,Hibernating
17121,256,1,3145.64,1,1,2,112,Hibernating
17122,65,1,1838.0,4,1,2,412,Promising
17123,73,2,10789.119999999999,4,1,5,415,Promising
17125,105,2,17095.199999999997,3,1,5,315,About to Sleep
17128,0,1,5394.56,5,1,3,513,New Customers
17130,57,3,18483.78,4,2,5,425,Loyal Customers
17131,93,2,14941.79,3,1,5,315,About to Sleep
17132,144,1,4718.46,2,1,3,213,Hibernating
17133,107,1,1838.0,3,1,2,312,About to Sleep
17134,218,1,674.32,1,1,1,111,Hibernating
17136,157,1,2297.5,2,1,2,212,Hibernating
17138,129,1,1083.54,3,1,1,311,About to Sleep
17140,138,1,674.32,3,1,1,311,About to Sleep
17141,5,1,6068.88,5,1,4,514,New Customers
17143,118,2,6689.05,3,1,4,314,About to Sleep
17144,141,1,1444.72,3,1,1,311,About to Sleep
17145,64,3,10708.4,4,2,5,425,Loyal Customers
17146,37,2,3250.6200000000003,5,1,3,513,New Customers
17149,142,1,4558.72,3,1,3,313,About to Sleep
17152,39,2,4599.26,5,1,3,513,New Customers
17153,64,1,2022.96,4,1,2,412,Promising
17154,180,1,4595.0,2,1,3,213,Hibernating
17155,261,2,15328.849999999999,1,1,5,115,Hibernating
17156,100,1,3611.8,3,1,3,313,About to Sleep
17158,130,1,2279.36,3,1,2,312,About to Sleep
17160,143,2,7513.6,3,1,4,314,About to Sleep
17161,104,2,11140.400000000001,3,1,5,315,About to Sleep
17162,42,4,10514.08,4,2,5,425,Loyal Customers
17163,64,2,3378.7200000000003,4,1,3,413,Promising
17165,49,3,19004.5,4,2,5,425,Loyal Customers
17166,64,3,21653.92,4,2,5,425,Loyal Customers
17169,20,1,2167.08,5,1,2,512,New Customers
17170,107,1,1378.5,3,1,1,311,About to Sleep
17172,77,2,14392.62,4,1,5,415,Promising
17174,4,1,6291.28,5,1,4,514,New Customers
17175,30,4,10025.92,5,2,5,525,Champions
17176,205,2,9116.67,2,1,5,215,Hibernating
17178,212,1,4558.72,2,1,3,213,Hibernating
17179,112,1,2279.36,3,1,2,312,About to Sleep
17180,259,1,4720.24,1,1,3,113,Hibernating
17182,120,2,11396.800000000001,3,1,5,315,About to Sleep
17183,257,1,674.32,1,1,1,111,Hibernating
17185,197,2,2945.58,2,1,2,212,Hibernating
17186,14,1,1444.72,5,1,1,511,New Customers
17188,88,3,12833.43,3,2,5,325,About to Sleep
17191,159,3,4334.16,2,2,3,223,At Risk
17192,1,4,18091.579999999998,5,2,5,525,Champions
17193,69,1,4045.92,4,1,3,413,Promising
17194,261,1,786.41,1,1,1,111,Hibernating
17195,207,1,459.5,2,1,1,211,Hibernating
17196,46,1,4718.46,4,1,3,413,Promising
17198,8,1,2279.36,5,1,2,512,New Customers
17200,170,1,9117.44,2,1,5,215,Hibernating
17201,49,1,361.18,4,1,1,411,Promising
17202,33,1,1838.0,5,1,2,512,New Customers
17204,168,3,18280.96,2,2,5,225,At Risk
17205,183,1,1805.9,2,1,2,212,Hibernating
17207,203,1,6291.28,2,1,4,214,Hibernating
17208,76,1,1083.54,4,1,1,411,Promising
17209,254,1,361.18,1,1,1,111,Hibernating
17211,0,1,6068.88,5,1,4,514,New Customers
17214,217,1,3371.6,1,1,3,113,Hibernating
17217,155,1,6743.2,2,1,4,214,Hibernating
17219,136,2,2462.04,3,1,2,312,About to Sleep
17220,234,1,4718.46,1,1,3,113,Hibernating
17221,28,1,1348.64,5,1,1,511,New Customers
17223,34,2,14815.84,5,1,5,515,New Customers
17226,95,1,361.18,3,1,1,311,About to Sleep
17227,47,3,17310.58,4,2,5,425,Loyal Customers
17229,186,1,3216.5,2,1,2,212,Hibernating
17230,42,1,2022.96,4,1,2,412,Promising
17231,83,2,2100.86,4,1,2,412,Promising
17232,15,3,14656.12,5,2,5,525,Champions
17234,160,1,919.0,2,1,1,211,Hibernating
17236,92,5,24686.02,3,2,5,325,About to Sleep
17237,19,1,1838.0,5,1,2,512,New Customers
17239,90,1,9117.44,3,1,5,315,About to Sleep
17241,130,2,9356.26,3,1,5,315,About to Sleep
17242,137,2,8091.84,3,1,4,314,About to Sleep
17243,131,2,2032.32,3,1,2,312,About to Sleep
17244,79,1,6068.88,4,1,4,414,Promising
17246,45,3,12472.25,4,2,5,425,Loyal Customers
17247,6,2,2032.32,5,1,2,512,New Customers
17248,24,3,12126.78,5,2,5,525,Champions
17249,231,1,3611.8,1,1,3,113,Hibernating
17250,1,4,22212.219999999998,5,2,5,525,Champions
17251,172,2,7017.74,2,1,4,214,Hibernating
17253,19,3,12656.98,5,2,5,525,Champions
17254,46,1,3250.62,4,1,3,413,Promising
17256,118,1,9117.44,3,1,5,315,About to Sleep
17257,252,1,3932.05,1,1,3,113,Hibernating
17259,101,1,6291.28,3,1,4,314,About to Sleep
17262,92,2,5036.360000000001,3,1,3,313,About to Sleep
17264,89,3,5879.4400000000005,3,2,4,324,About to Sleep
17265,22,1,11396.8,5,1,5,515,New Customers
17266,16,1,3216.5,5,1,2,512,New Customers
17267,36,3,6526.679999999999,5,2,4,524,Champions
17269,53,3,15444.060000000001,4,2,5,425,Loyal Customers
17270,82,2,4356.18,4,1,3,413,Promising
17271,170,1,919.0,2,1,1,211,Hibernating
17272,5,2,3278.23,5,1,3,513,New Customers
17273,126,1,2359.23,3,1,2,312,About to Sleep
17274,108,1,2359.23,3,1,2,312,About to Sleep
17276,187,2,3145.64,2,1,2,212,Hibernating
17277,25,1,1083.54,5,1,1,511,New Customers
17279,55,1,3216.5,4,1,2,412,Promising
17280,148,3,20675.760000000002,2,2,5,225,At Risk
17283,227,1,2279.36,1,1,2,112,Hibernating
17285,6,1,361.18,5,1,1,511,New Customers
17286,229,1,2757.0,1,1,2,112,Hibernating
17289,51,1,1139.68,4,1,1,411,Promising
17290,111,2,6460.31,3,1,4,314,About to Sleep
17291,186,1,4045.92,2,1,3,213,Hibernating
17292,35,1,4718.46,5,1,3,513,New Customers
17294,206,2,7152.42,2,1,4,214,Hibernating
17295,78,2,9783.66,4,1,5,415,Promising
17297,196,2,14647.419999999998,2,1,5,215,Hibernating
17298,253,1,2528.26,1,1,2,112,Hibernating
17300,239,1,7077.69,1,1,4,114,Hibernating
17301,74,3,8460.220000000001,4,2,5,425,Loyal Customers
17302,16,2,8947.64,5,1,5,515,New Customers
17303,110,5,21749.219999999998,3,2,5,325,About to Sleep
17304,45,1,1348.64,4,1,1,411,Promising
17306,151,2,10496.73,2,1,5,215,Hibernating
17309,10,2,6176.04,5,1,4,514,New Customers
17311,1,2,15442.72,5,1,5,515,New Customers
17314,4,2,4101.08,5,1,3,513,New Customers
17316,152,2,4350.32,2,1,3,213,Hibernating
17317,7,2,6179.19,5,1,4,514,New Customers
17318,165,1,1444.72,2,1,1,211,Hibernating
17319,115,1,7977.76,3,1,4,314,About to Sleep
17320,29,2,9605.95,5,1,5,515,New Customers
17321,178,1,2297.5,2,1,2,212,Hibernating
17323,226,1,6068.88,1,1,4,114,Hibernating
17325,52,1,1838.0,4,1,2,412,Promising
17330,20,2,7199.26,5,1,4,514,New Customers
17332,102,2,1934.0,3,1,2,312,About to Sleep
17333,169,1,3932.05,2,1,3,213,Hibernating
17334,231,1,5698.4,1,1,4,114,Hibernating
17336,38,1,1378.5,5,1,1,511,New Customers
17337,84,1,4558.72,4,1,3,413,Promising
17338,181,2,8161.23,2,1,4,214,Hibernating
17339,164,3,8725.86,2,2,5,225,At Risk
17340,153,2,4205.45,2,1,3,213,Hibernating
17342,45,3,21815.440000000002,4,2,5,425,Loyal Customers
17343,4,1,5504.87,5,1,4,514,New Customers
17344,149,1,3250.62,2,1,3,213,Hibernating
17347,129,1,7977.76,3,1,4,314,About to Sleep
17348,183,1,3419.04,2,1,3,213,Hibernating
17349,14,2,5056.52,5,1,3,513,New Customers
17350,74,1,2697.28,4,1,2,412,Promising
17351,149,3,10306.96,2,2,5,225,At Risk
17352,78,2,11009.74,4,1,5,415,Promising
17354,117,2,7936.74,3,1,4,314,About to Sleep
17356,101,1,722.36,3,1,1,311,About to Sleep
17357,65,2,5973.5,4,1,4,414,Promising
17358,89,2,10223.33,3,1,5,315,About to Sleep
17359,178,2,4135.5,2,1,3,213,Hibernating
17360,32,1,3611.8,5,1,3,513,New Customers
17363,67,2,3611.7999999999997,4,1,3,413,Promising
17364,156,1,3250.62,2,1,3,213,Hibernating
17365,10,3,12459.099999999999,5,2,5,525,Champions
17367,3,2,9180.869999999999,5,1,5,515,New Customers
17368,74,3,9493.86,4,2,5,425,Loyal Customers
17369,75,3,10902.14,4,2,5,425,Loyal Customers
17370,226,2,5955.01,1,1,4,114,Hibernating
17371,129,2,4816.32,3,1,3,313,About to Sleep
17373,140,2,10675.25,3,1,5,315,About to Sleep
17378,70,3,14574.869999999999,4,2,5,425,Loyal Customers
17379,112,2,4502.58,3,1,3,313,About to Sleep
17380,112,1,7077.69,3,1,4,314,About to Sleep
17383,41,1,5394.56,4,1,3,413,Promising
17384,107,1,2757.0,3,1,2,312,About to Sleep
17385,51,1,786.41,4,1,1,411,Promising
17386,59,2,12745.439999999999,4,1,5,415,Promising
17387,74,1,722.36,4,1,1,411,Promising
17388,156,1,2279.36,2,1,2,212,Hibernating
17389,111,3,17627.199999999997,3,2,5,325,About to Sleep
17390,52,2,3819.96,4,1,3,413,Promising
17391,177,2,5580.22,2,1,4,214,Hibernating
17392,25,3,15488.59,5,2,5,525,Champions
17398,52,1,10257.12,4,1,5,415,Promising
17400,85,1,2697.28,4,1,2,412,Promising
17401,114,2,10355.0,3,1,5,315,About to Sleep
17403,22,2,15955.52,5,1,5,515,New Customers
17404,191,2,7430.96,2,1,4,214,Hibernating
17405,51,3,12312.510000000002,4,2,5,425,Loyal Customers
17410,117,1,1805.9,3,1,2,312,About to Sleep
17411,68,1,9117.44,4,1,5,415,Promising
17412,185,2,3371.6000000000004,2,1,3,213,Hibernating
17414,59,4,14260.36,4,2,5,425,Loyal Customers
17415,150,1,2279.36,2,1,2,212,Hibernating
17417,46,1,3932.05,4,1,3,413,Promising
17418,8,1,10257.12,5,1,5,515,New Customers
17419,110,1,4045.92,3,1,3,313,About to Sleep
17421,106,1,3145.64,3,1,2,312,About to Sleep
17422,5,4,11639.8,5,2,5,525,Champions
17425,31,2,6140.06,5,1,4,514,New Customers
17426,237,1,3676.0,1,1,3,113,Hibernating
17429,125,1,6743.2,3,1,4,314,About to Sleep
17433,210,1,1838.0,2,1,2,212,Hibernating
17434,179,1,3216.5,2,1,2,212,Hibernating
17435,92,2,8458.36,3,1,5,315,About to Sleep
17436,249,1,3611.8,1,1,3,113,Hibernating
17438,43,2,4407.1,4,1,3,413,Promising
17443,201,1,7977.76,2,1,4,214,Hibernating
17444,219,1,2022.96,1,1,2,112,Hibernating
17445,82,1,3145.64,4,1,2,412,Promising
17446,54,1,5394.56,4,1,3,413,Promising
17447,187,1,2757.0,2,1,2,212,Hibernating
17448,59,5,15700.24,4,2,5,425,Loyal Customers
17449,99,2,11396.8,3,1,5,315,About to Sleep
17450,118,1,3419.04,3,1,3,313,About to Sleep
17451,88,2,14647.419999999998,3,1,5,315,About to Sleep
17453,89,1,361.18,3,1,1,311,About to Sleep
17455,213,1,3145.64,2,1,2,212,Hibernating
17456,149,1,674.32,2,1,1,211,Hibernating
17457,176,1,2889.44,2,1,2,212,Hibernating
17460,15,1,7864.1,5,1,4,514,New Customers
17463,89,2,8067.55,3,1,4,314,About to Sleep
17464,85,1,4045.92,4,1,3,413,Promising
17465,258,1,3932.05,1,1,3,113,Hibernating
17467,15,2,9117.439999999999,5,1,5,515,New Customers
17469,195,3,8861.04,2,2,5,225,At Risk
17470,120,2,2359.23,3,1,2,312,About to Sleep
17471,106,3,14462.57,3,2,5,325,About to Sleep
17472,67,1,1348.64,4,1,1,411,Promising
17474,60,2,14613.3,4,1,5,415,Promising
17475,96,1,1348.64,3,1,1,311,About to Sleep
17476,96,3,15731.759999999998,3,2,5,325,About to Sleep
17479,225,1,4558.72,1,1,3,113,Hibernating
17480,153,3,8586.46,2,2,5,225,At Risk
17481,20,1,4135.5,5,1,3,513,New Customers
17482,11,1,7077.69,5,1,4,514,New Customers
17483,117,1,3371.6,3,1,3,313,About to Sleep
17484,40,1,3145.64,5,1,2,512,New Customers
17485,62,1,11396.8,4,1,5,415,Promising
17486,50,1,10257.12,4,1,5,415,Promising
17487,101,2,7281.139999999999,3,1,4,314,About to Sleep
17488,94,1,4135.5,3,1,3,313,About to Sleep
17489,83,2,8338.94,4,1,4,414,Promising
17490,128,1,3932.05,3,1,3,313,About to Sleep
17491,143,1,7977.76,3,1,4,314,About to Sleep
17492,186,1,3145.64,2,1,2,212,Hibernating
17494,119,1,2757.0,3,1,2,312,About to Sleep
17495,244,1,459.5,1,1,1,111,Hibernating
17496,62,3,9180.869999999999,4,2,5,425,Loyal Customers
17497,207,2,7882.88,2,1,4,214,Hibernating
17498,168,1,919.0,2,1,1,211,Hibernating
17499,139,1,2757.0,3,1,2,312,About to Sleep
17504,35,3,8746.48,5,2,5,525,Champions
17505,148,1,1083.54,2,1,1,211,Hibernating
17507,65,2,4045.92,4,1,3,413,Promising
17511,51,3,4795.900000000001,4,2,3,423,Loyal Customers
17512,120,1,4135.5,3,1,3,313,About to Sleep
17513,184,1,919.0,2,1,1,211,Hibernating
17514,161,1,6743.2,2,1,4,214,Hibernating
17516,134,2,7561.64,3,1,4,314,About to Sleep
17518,181,2,9727.52,2,1,5,215,Hibernating
17519,86,1,5394.56,4,1,3,413,Promising
17520,215,1,4718.46,2,1,3,213,Hibernating
17521,79,1,459.5,4,1,1,411,Promising
17522,84,1,3216.5,4,1,2,412,Promising
17523,110,1,4045.92,3,1,3,313,About to Sleep
17524,65,2,8825.880000000001,4,1,5,415,Promising
17525,210,1,2297.5,2,1,2,212,Hibernating
17526,141,2,1460.73,3,1,1,311,About to Sleep
17528,50,2,15328.849999999999,4,1,5,415,Promising
17533,66,2,8235.96,4,1,4,414,Promising
17535,29,5,12175.210000000001,5,2,5,525,Champions
17536,8,3,16592.9,5,2,5,525,Champions
17537,30,5,17691.21,5,2,5,525,Champions
17538,101,2,8458.36,3,1,5,315,About to Sleep
17539,14,1,10257.12,5,1,5,515,New Customers
17540,71,2,4944.42,4,1,3,413,Promising
17544,88,2,5022.4,3,1,3,313,About to Sleep
17546,38,2,4797.54,5,1,3,513,New Customers
17548,128,1,5394.56,3,1,3,313,About to Sleep
17550,51,3,10072.720000000001,4,2,5,425,Loyal Customers
17551,257,1,2022.96,1,1,2,112,Hibernating
17554,45,2,10562.16,4,1,5,415,Promising
17556,33,2,5778.88,5,1,4,514,New Customers
17560,132,3,10008.060000000001,3,2,5,325,About to Sleep
17561,16,1,4558.72,5,1,3,513,New Customers
17562,118,1,6743.2,3,1,4,314,About to Sleep
17565,189,1,10257.12,2,1,5,215,Hibernating
17567,221,1,10257.12,1,1,5,115,Hibernating
17568,94,2,8876.47,3,1,5,315,About to Sleep
17569,7,1,9117.44,5,1,5,515,New Customers
17570,221,1,6068.88,1,1,4,114,Hibernating
17571,35,3,6293.06,5,2,4,524,Champions
17572,32,1,6838.08,5,1,4,514,New Customers
17573,138,2,4526.3099999999995,3,1,3,313,About to Sleep
17574,96,2,4797.54,3,1,3,313,About to Sleep
17575,199,1,3216.5,2,1,2,212,Hibernating
17576,243,1,6291.28,1,1,4,114,Hibernating
17577,199,1,6068.88,2,1,4,214,Hibernating
17578,8,2,6954.23,5,1,4,514,New Customers
17579,163,2,15860.64,2,1,5,215,Hibernating
17580,34,1,4135.5,5,1,3,513,New Customers
17583,37,1,2528.26,5,1,2,512,New Customers
17584,48,2,4045.92,4,1,3,413,Promising
17585,34,2,3906.76,5,1,3,513,New Customers
17586,14,1,786.41,5,1,1,511,New Customers
17587,110,2,9605.95,3,1,5,315,About to Sleep
17588,149,1,4045.92,2,1,3,213,Hibernating
17590,152,1,5698.4,2,1,4,214,Hibernating
17591,16,3,20001.86,5,2,5,525,Champions
17592,242,1,1572.82,1,1,2,112,Hibernating
17596,16,3,21365.510000000002,5,2,5,525,Champions
17597,33,1,1444.72,5,1,1,511,New Customers
17599,217,1,1572.82,1,1,2,112,Hibernating
17600,41,2,14720.96,4,1,5,415,Promising
17601,26,1,2167.08,5,1,2,512,New Customers
17603,243,1,1838.0,1,1,2,112,Hibernating
17605,264,1,5504.87,1,1,4,114,Hibernating
17606,45,1,4720.24,4,1,3,413,Promising
17607,242,1,2167.08,1,1,2,112,Hibernating
17608,53,2,8161.23,4,1,4,414,Promising
17610,74,4,18014.76,4,2,5,425,Loyal Customers
17611,51,2,6116.32,4,1,4,414,Promising
17613,212,1,1139.68,2,1,1,211,Hibernating
17615,6,1,7077.69,5,1,4,514,New Customers
17616,8,1,3216.5,5,1,2,512,New Customers
17617,67,3,19058.36,4,2,5,425,Loyal Customers
17619,63,1,674.32,4,1,1,411,Promising
17623,104,1,2757.0,3,1,2,312,About to Sleep
17624,29,1,1348.64,5,1,1,511,New Customers
17625,225,1,3611.8,1,1,3,113,Hibernating
17627,125,1,4045.92,3,1,3,313,About to Sleep
17628,243,1,786.41,1,1,1,111,Hibernating
17629,8,5,24899.24,5,2,5,525,Champions
17631,189,1,459.5,2,1,1,211,Hibernating
17632,139,2,16981.54,3,1,5,315,About to Sleep
17633,68,2,11796.150000000001,4,1,5,415,Promising
17636,265,1,6068.88,1,1,4,114,Hibernating
17638,99,3,8492.630000000001,3,2,5,325,About to Sleep
17640,146,2,6213.0,2,1,4,214,Hibernating
17641,22,2,10789.119999999999,5,1,5,515,New Customers
17642,124,1,6291.28,3,1,4,314,About to Sleep
17643,197,1,786.41,2,1,1,211,Hibernating
17644,32,2,4338.04,5,1,3,513,New Customers
17645,165,1,4045.92,2,1,3,213,Hibernating
17646,40,1,5698.4,5,1,4,514,New Customers
17647,12,2,12572.76,5,1,5,515,New Customers
17648,106,1,1444.72,3,1,1,311,About to Sleep
17649,47,1,4558.72,4,1,3,413,Promising
17650,242,1,2889.44,1,1,2,112,Hibernating
17652,200,1,3250.62,2,1,3,213,Hibernating
17653,196,1,2022.96,2,1,2,212,Hibernating
17654,52,2,6839.280000000001,4,1,4,414,Promising
17655,92,2,5842.92,3,1,4,314,About to Sleep
17656,52,1,4720.24,4,1,3,413,Promising
17658,9,1,1444.72,5,1,1,511,New Customers
17661,168,1,5698.4,2,1,4,214,Hibernating
17663,172,1,3216.5,2,1,2,212,Hibernating
17666,90,4,11815.28,3,2,5,325,About to Sleep
17667,164,4,9880.26,2,2,5,225,At Risk
17668,248,2,4595.0,1,1,3,113,Hibernating
17669,114,2,6364.620000000001,3,1,4,314,About to Sleep
17672,256,1,3250.62,1,1,3,113,Hibernating
17673,151,1,2757.0,2,1,2,212,Hibernating
17676,187,2,1444.72,2,1,1,211,Hibernating
17677,0,2,7775.22,5,1,4,514,New Customers
17678,23,3,20884.72,5,2,5,525,Champions
17680,137,1,4558.72,3,1,3,313,About to Sleep
17682,2,2,5778.88,5,1,4,514,New Customers
17683,20,2,9440.48,5,1,5,515,New Customers
17687,124,1,1444.72,3,1,1,311,About to Sleep
17688,120,1,2022.96,3,1,2,312,About to Sleep
17689,212,1,3611.8,2,1,3,213,Hibernating
17690,26,2,16981.54,5,1,5,515,New Customers
17691,150,1,6743.2,2,1,4,214,Hibernating
17692,32,1,7977.76,5,1,4,514,New Customers
17693,43,4,5904.8099999999995,4,2,4,424,Loyal Customers
17694,187,1,6068.88,2,1,4,214,Hibernating
17696,197,1,4558.72,2,1,3,213,Hibernating
17699,107,1,3676.0,3,1,3,313,About to Sleep
17700,197,2,14542.439999999999,2,1,5,215,Hibernating
17701,1,1,6838.08,5,1,4,514,New Customers
17704,161,1,2697.28,2,1,2,212,Hibernating
17706,250,1,2297.5,1,1,2,112,Hibernating
17712,105,2,7095.04,3,1,4,314,About to Sleep
17713,57,2,8586.460000000001,4,1,5,415,Promising
17714,43,4,14196.310000000001,4,2,5,425,Loyal Customers
17715,21,4,11662.720000000001,5,2,5,525,Champions
17716,116,1,1444.72,3,1,1,311,About to Sleep
17717,12,2,4334.16,5,1,3,513,New Customers
17718,64,1,2297.5,4,1,2,412,Promising
17719,53,2,8586.460000000001,4,1,5,415,Promising
17720,188,1,2297.5,2,1,2,212,Hibernating
17721,150,1,3216.5,2,1,2,212,Hibernating
17722,223,1,1805.9,1,1,2,112,Hibernating
17725,162,1,11396.8,2,1,5,215,Hibernating
17726,127,1,3611.8,3,1,3,313,About to Sleep
17727,226,1,2297.5,1,1,2,112,Hibernating
17728,44,2,8090.0599999999995,4,1,4,414,Promising
17729,1,2,6565.4400000000005,5,1,4,514,New Customers
17730,20,2,8271.0,5,1,4,514,New Customers
17731,19,1,2889.44,5,1,2,512,New Customers
17733,40,2,5248.82,5,1,3,513,New Customers
17736,230,1,2528.26,1,1,2,112,Hibernating
17740,48,3,10257.72,4,2,5,425,Loyal Customers
17741,213,1,6291.28,2,1,4,214,Hibernating
17744,18,2,7076.9,5,1,4,514,New Customers
17746,94,2,2223.2200000000003,3,1,2,312,About to Sleep
17748,46,3,5269.32,4,2,3,423,Loyal Customers
17749,84,2,14269.04,4,1,5,415,Promising
17752,85,1,3250.62,4,1,3,413,Promising
17753,75,4,15496.320000000002,4,2,5,425,Loyal Customers
17755,121,1,919.0,3,1,1,311,About to Sleep
17758,54,1,7864.1,4,1,4,414,Promising
17759,126,1,3419.04,3,1,3,313,About to Sleep
17762,45,4,17771.34,4,2,5,425,Loyal Customers
17764,259,1,674.32,1,1,1,111,Hibernating
17765,45,3,14613.3,4,2,5,425,Loyal Customers
17767,35,1,2757.0,5,1,2,512,New Customers
17769,97,3,3412.99,3,2,3,323,About to Sleep
17770,154,1,7977.76,2,1,4,214,Hibernating
17772,130,1,6743.2,3,1,4,314,About to Sleep
17773,32,4,6069.349999999999,5,2,4,524,Champions
17774,32,1,1348.64,5,1,1,511,New Customers
17775,86,1,1805.9,4,1,2,412,Promising
17776,51,1,11396.8,4,1,5,415,Promising
17778,3,2,9040.7,5,1,5,515,New Customers
17779,40,1,3145.64,5,1,2,512,New Customers
17780,5,2,15186.32,5,1,5,515,New Customers
